drone_type,temperature,wind_speed,rain,humidity,time_of_day,mission,payload,altitude,enemy_contact,temp_humidity,base_life,wind_rain,flight_duration_pct
MQ-9 Reaper,32.22,12.44,0,49.65,1,recon,743.124,127.0,1,1599.79,2400,0.0,80.6
RQ-4 Global Hawk,13.92,10.26,0,99.55,4,recon,1198.09,965.0,0,1385.27,3600,0.0,78.49
RQ-4 Global Hawk,53.76,19.42,1,64.05,19,strike,571.235,161.0,0,3443.4,3600,19.42,82.08
Wasp AE,40.72,1.87,0,57.94,6,surveillance,0.053,1300.0,0,2359.55,60,0.0,79.51
MQ-9 Reaper,-8.42,5.87,0,39.92,4,strike,567.25,653.0,1,-336.05,2400,0.0,86.76
RQ-4 Global Hawk,32.26,13.37,0,19.0,6,surveillance,1051.98,223.0,1,612.91,3600,0.0,79.64
MQ-9 Reaper,13.53,18.67,1,44.26,0,recon,1337.956,1086.0,0,598.8,2400,18.67,59.93
RQ-4 Global Hawk,68.11,5.47,0,11.83,7,surveillance,161.101,1252.0,0,805.49,3600,0.0,96.83
Wasp AE,64.89,9.37,0,15.21,16,surveillance,0.043,1298.0,1,987.19,60,0.0,1.67
RQ-4 Global Hawk,67.71,5.22,0,15.56,22,surveillance,1253.879,1142.0,0,1053.65,3600,0.0,78.5
MQ-9 Reaper,13.73,10.11,0,57.15,23,surveillance,424.139,1044.0,1,784.81,2400,0.0,88.68
Wasp AE,-5.6,16.13,0,22.2,21,surveillance,0.001,826.0,1,-124.36,60,0.0,1.67
Wasp AE,51.21,1.96,1,60.6,6,strike,0.007,756.0,0,3103.68,60,1.96,53.2
RQ-4 Global Hawk,36.57,16.19,0,53.52,21,recon,361.371,615.0,0,1957.11,3600,0.0,89.08
RQ-4 Global Hawk,-4.64,13.77,1,83.9,23,strike,816.222,957.0,1,-389.36,3600,13.77,82.64
Wasp AE,16.44,19.22,1,84.57,16,surveillance,0.013,1285.0,0,1390.71,60,19.22,1.67
Wasp AE,26.59,12.18,0,63.81,9,recon,0.034,1061.0,1,1696.76,60,0.0,1.67
ScanEagle,48.15,18.95,1,82.76,14,recon,0.034,1325.0,0,3984.77,900,18.95,58.93
ScanEagle,-9.85,0.39,0,89.31,8,recon,0.894,1197.0,0,-879.97,900,0.0,96.94
Wasp AE,23.92,5.23,0,33.22,22,recon,0.019,1045.0,0,794.71,60,0.0,68.62
MQ-9 Reaper,54.82,7.2,1,55.92,13,recon,932.17,407.0,0,3065.78,2400,7.2,79.17
RQ-4 Global Hawk,48.45,17.34,0,66.81,18,recon,397.369,810.0,0,3236.99,3600,0.0,87.47
ScanEagle,4.78,1.87,1,42.16,1,strike,0.76,138.0,1,201.65,900,1.87,95.62
Wasp AE,59.82,8.05,0,23.55,3,strike,0.086,776.0,0,1408.93,60,0.0,3.21
MQ-9 Reaper,60.4,0.88,1,28.58,1,surveillance,757.19,1086.0,1,1726.13,2400,0.88,83.05
RQ-4 Global Hawk,21.92,14.75,1,66.68,10,surveillance,109.312,1085.0,1,1461.96,3600,14.75,94.26
RQ-4 Global Hawk,60.57,7.13,0,41.73,20,recon,540.644,346.0,0,2527.49,3600,0.0,90.28
ScanEagle,29.39,9.24,1,94.0,5,recon,2.946,811.0,1,2762.86,900,9.24,89.07
ScanEagle,30.21,0.55,1,17.9,2,recon,0.104,485.0,0,540.84,900,0.55,97.73
RQ-4 Global Hawk,54.71,6.44,0,47.89,5,recon,175.634,1395.0,1,2620.22,3600,0.0,96.2
RQ-4 Global Hawk,19.56,5.3,0,92.29,9,surveillance,909.277,864.0,0,1804.92,3600,0.0,84.51
Wasp AE,30.66,7.27,1,84.83,14,surveillance,0.081,1068.0,0,2601.42,60,7.27,2.21
MQ-9 Reaper,22.84,0.67,0,25.99,4,recon,805.219,926.0,0,593.51,2400,0.0,82.98
Wasp AE,63.77,9.03,1,86.92,10,strike,0.053,137.0,1,5542.56,60,9.03,1.67
Wasp AE,-5.55,4.96,0,83.49,8,surveillance,0.083,1295.0,1,-463.35,60,0.0,33.47
Wasp AE,-8.84,12.77,0,73.0,8,surveillance,0.016,1046.0,1,-645.45,60,0.0,1.67
MQ-9 Reaper,-6.73,1.81,1,26.24,17,recon,355.175,1341.0,0,-176.56,2400,1.81,91.48
Wasp AE,-8.43,4.45,1,80.43,6,surveillance,0.081,389.0,0,-677.75,60,4.45,11.13
MQ-9 Reaper,59.77,19.46,0,98.01,3,recon,1457.424,308.0,1,5858.35,2400,0.0,55.79
Wasp AE,68.19,8.67,0,34.46,17,strike,0.081,757.0,1,2349.57,60,0.0,1.67
RQ-4 Global Hawk,23.88,1.82,0,16.73,2,strike,388.907,834.0,0,399.55,3600,0.0,93.28
ScanEagle,58.36,12.53,0,10.69,3,strike,0.071,929.0,0,623.7,900,0.0,87.33
ScanEagle,-3.42,11.42,0,93.83,5,recon,2.182,1110.0,0,-320.56,900,0.0,86.67
MQ-9 Reaper,-8.16,2.15,1,85.84,2,surveillance,1586.3,953.0,1,-700.53,2400,2.15,65.28
Wasp AE,17.64,11.83,1,20.85,16,strike,0.047,1036.0,1,367.75,60,11.83,1.67
RQ-4 Global Hawk,60.02,19.61,0,94.64,8,surveillance,1080.487,1006.0,1,5680.07,3600,0.0,73.37
RQ-4 Global Hawk,-4.94,10.82,1,62.33,0,strike,778.666,969.0,0,-307.79,3600,10.82,84.86
ScanEagle,17.35,14.76,1,91.99,2,strike,0.046,696.0,0,1596.37,900,14.76,79.37
MQ-9 Reaper,33.23,17.42,1,45.0,21,recon,515.698,1485.0,1,1495.43,2400,17.42,78.89
MQ-9 Reaper,26.08,7.27,0,26.25,10,strike,1412.204,1466.0,0,684.5,2400,0.0,69.77
ScanEagle,2.13,1.57,0,51.26,10,recon,0.921,617.0,1,109.01,900,0.0,96.98
RQ-4 Global Hawk,35.01,9.99,1,59.89,6,strike,687.697,903.0,1,2096.93,3600,9.99,86.94
Wasp AE,3.07,1.83,1,11.0,17,surveillance,0.067,1220.0,1,33.8,60,1.83,31.21
RQ-4 Global Hawk,30.26,17.18,1,68.81,8,recon,487.855,848.0,0,2082.2,3600,17.18,85.96
MQ-9 Reaper,23.61,16.64,1,11.34,20,recon,1636.078,1185.0,0,267.59,2400,16.64,57.34
ScanEagle,-1.73,18.04,0,18.79,19,surveillance,1.603,692.0,1,-32.42,900,0.0,63.13
Wasp AE,28.06,5.99,0,53.96,23,surveillance,0.087,1441.0,1,1514.22,60,0.0,32.56
RQ-4 Global Hawk,-3.33,18.3,1,47.15,11,strike,82.055,1214.0,1,-157.02,3600,18.3,91.23
MQ-9 Reaper,27.27,14.39,0,75.81,18,surveillance,1256.698,943.0,1,2067.59,2400,0.0,68.11
Wasp AE,55.4,8.46,1,77.32,1,strike,0.091,1424.0,1,4283.95,60,8.46,1.67
RQ-4 Global Hawk,59.28,12.89,1,56.54,15,strike,1087.272,520.0,0,3351.6,3600,12.89,79.04
MQ-9 Reaper,31.97,15.66,0,69.29,12,strike,1515.398,737.0,0,2215.64,2400,0.0,61.54
MQ-9 Reaper,5.0,1.07,0,36.37,11,strike,1101.213,827.0,1,181.84,2400,0.0,76.5
ScanEagle,46.35,12.92,0,60.33,5,strike,1.83,946.0,0,2796.09,900,0.0,84.16
RQ-4 Global Hawk,65.32,9.26,1,73.95,15,strike,173.694,1304.0,1,4830.37,3600,9.26,95.57
RQ-4 Global Hawk,-2.21,19.17,1,21.15,20,recon,1088.821,1082.0,0,-46.85,3600,19.17,73.62
RQ-4 Global Hawk,18.26,6.15,1,65.08,13,surveillance,332.274,139.0,0,1188.57,3600,6.15,93.87
Wasp AE,2.85,1.69,0,11.27,2,recon,0.051,172.0,1,32.14,60,0.0,54.21
RQ-4 Global Hawk,43.94,14.03,1,39.09,8,strike,365.278,373.0,1,1717.6,3600,14.03,90.37
RQ-4 Global Hawk,-1.21,16.66,1,24.83,12,strike,493.738,1441.0,0,-30.12,3600,16.66,86.22
RQ-4 Global Hawk,22.73,17.11,0,56.01,22,surveillance,369.842,1069.0,0,1272.77,3600,0.0,88.12
MQ-9 Reaper,53.15,16.61,0,70.2,11,surveillance,1329.356,326.0,0,3731.07,2400,0.0,63.84
MQ-9 Reaper,10.29,12.4,1,97.57,1,recon,669.704,536.0,0,1004.03,2400,12.4,81.67
RQ-4 Global Hawk,53.92,3.91,0,60.21,16,recon,474.096,1084.0,1,3246.48,3600,0.0,91.59
RQ-4 Global Hawk,35.71,10.81,1,63.37,23,recon,693.164,800.0,1,2263.0,3600,10.81,86.39
MQ-9 Reaper,19.36,16.24,1,71.74,2,strike,442.35,798.0,0,1388.77,2400,16.24,82.54
MQ-9 Reaper,44.56,5.31,0,90.83,11,strike,1106.612,1076.0,1,4047.57,2400,0.0,76.13
ScanEagle,4.33,19.28,0,19.85,4,strike,2.574,298.0,0,85.91,900,0.0,54.8
Wasp AE,56.87,8.36,0,52.64,21,strike,0.03,737.0,0,2993.75,60,0.0,6.65
Wasp AE,20.42,12.4,0,60.9,18,surveillance,0.071,500.0,0,1243.74,60,0.0,1.67
MQ-9 Reaper,67.67,4.18,0,98.45,10,recon,477.903,589.0,0,6661.42,2400,0.0,89.25
Wasp AE,17.47,7.41,0,17.31,1,strike,0.063,810.0,0,302.38,60,0.0,31.64
MQ-9 Reaper,2.73,4.47,0,10.4,9,strike,597.481,248.0,0,28.43,2400,0.0,87.0
MQ-9 Reaper,23.0,13.82,1,82.89,12,surveillance,1492.065,1465.0,1,1906.5,2400,13.82,63.51
MQ-9 Reaper,34.11,2.16,0,79.95,11,recon,1250.112,342.0,0,2727.58,2400,0.0,73.6
RQ-4 Global Hawk,33.67,10.73,1,65.85,23,strike,1061.901,1003.0,0,2217.41,3600,10.73,80.48
ScanEagle,28.27,4.68,0,53.26,20,recon,0.331,1178.0,0,1505.9,900,0.0,98.42
RQ-4 Global Hawk,55.11,3.26,0,28.35,8,recon,770.16,778.0,1,1562.12,3600,0.0,86.76
RQ-4 Global Hawk,44.16,6.23,0,61.85,16,surveillance,271.715,987.0,0,2731.36,3600,0.0,94.95
Wasp AE,21.89,13.95,1,35.59,14,strike,0.071,260.0,0,779.13,60,13.95,1.67
RQ-4 Global Hawk,67.75,6.55,1,94.39,21,strike,154.582,183.0,0,6394.76,3600,6.55,96.32
ScanEagle,2.64,3.05,0,51.93,6,recon,1.831,421.0,1,136.86,900,0.0,96.12
ScanEagle,44.85,2.1,0,93.55,15,surveillance,1.522,1241.0,1,4195.51,900,0.0,96.41
MQ-9 Reaper,-1.82,12.18,1,33.18,9,surveillance,517.493,1311.0,0,-60.31,2400,12.18,85.06
Wasp AE,3.51,5.52,1,37.26,16,strike,0.029,961.0,0,130.61,60,5.52,26.28
Wasp AE,61.48,7.57,0,11.1,6,strike,0.015,1209.0,0,682.44,60,0.0,31.54
RQ-4 Global Hawk,56.96,9.37,1,15.4,14,surveillance,545.324,178.0,1,877.27,3600,9.37,89.47
ScanEagle,44.89,3.66,1,35.27,8,strike,0.141,797.0,0,1583.32,900,3.66,97.33
MQ-9 Reaper,49.49,2.7,1,97.01,3,strike,1386.235,1254.0,1,4800.76,2400,2.7,69.75
ScanEagle,55.34,1.45,1,14.87,8,recon,0.254,721.0,1,823.16,900,1.45,96.86
ScanEagle,26.42,2.74,1,74.66,23,surveillance,0.886,932.0,0,1972.43,900,2.74,96.51
MQ-9 Reaper,3.42,4.25,0,26.03,19,recon,1169.804,828.0,0,89.1,2400,0.0,75.15
RQ-4 Global Hawk,12.69,15.05,0,55.65,9,surveillance,377.595,1065.0,0,706.23,3600,0.0,89.85
Wasp AE,29.43,1.07,1,26.23,17,strike,0.086,1350.0,0,771.91,60,1.07,48.12
ScanEagle,57.47,5.07,0,76.41,4,recon,1.795,1429.0,0,4391.44,900,0.0,95.45
Wasp AE,16.25,19.32,1,55.48,18,surveillance,0.019,697.0,1,901.38,60,19.32,1.67
ScanEagle,42.73,15.58,0,30.8,1,recon,1.513,808.0,1,1316.09,900,0.0,74.97
Wasp AE,59.71,18.74,0,66.57,4,recon,0.092,1020.0,1,3975.24,60,0.0,1.67
MQ-9 Reaper,64.79,19.57,0,57.65,23,surveillance,1190.909,830.0,0,3734.9,2400,0.0,61.4
ScanEagle,-1.22,6.7,0,32.9,6,strike,2.191,874.0,0,-40.2,900,0.0,94.37
ScanEagle,20.87,17.2,1,46.88,14,strike,2.332,1138.0,1,978.59,900,17.2,66.49
RQ-4 Global Hawk,38.33,13.12,1,32.04,5,recon,523.383,743.0,0,1227.95,3600,13.12,88.27
Wasp AE,40.11,6.54,1,53.63,9,strike,0.057,1489.0,0,2151.27,60,6.54,15.21
ScanEagle,6.69,1.16,1,22.21,12,recon,0.596,455.0,1,148.53,900,1.16,96.55
MQ-9 Reaper,29.19,1.99,1,93.46,8,strike,1669.309,146.0,1,2728.37,2400,1.99,64.38
MQ-9 Reaper,-5.17,2.49,0,39.42,2,recon,173.749,1232.0,0,-203.8,2400,0.0,95.58
ScanEagle,46.97,10.59,0,69.98,21,surveillance,2.416,267.0,1,3286.73,900,0.0,88.5
ScanEagle,43.33,4.82,0,11.32,22,recon,0.097,730.0,0,490.65,900,0.0,98.26
RQ-4 Global Hawk,47.24,18.71,1,94.06,1,recon,9.152,1156.0,1,4443.35,3600,18.71,91.98
Wasp AE,32.68,7.96,1,47.47,19,recon,0.094,311.0,0,1551.37,60,7.96,1.67
MQ-9 Reaper,31.48,2.03,0,72.27,19,surveillance,23.07,928.0,0,2274.94,2400,0.0,99.23
MQ-9 Reaper,1.79,11.18,1,66.89,12,recon,1403.811,1225.0,0,119.82,2400,11.18,67.43
Wasp AE,2.16,19.67,1,55.54,5,surveillance,0.033,534.0,0,120.09,60,19.67,1.67
Wasp AE,31.68,13.65,1,28.02,23,strike,0.046,1110.0,0,887.65,60,13.65,1.67
RQ-4 Global Hawk,65.64,8.51,1,59.03,18,surveillance,797.836,125.0,0,3874.93,3600,8.51,85.47
Wasp AE,-9.48,12.81,1,87.06,23,surveillance,0.041,1198.0,1,-825.64,60,12.81,1.67
ScanEagle,38.14,5.74,1,77.6,12,recon,0.604,872.0,0,2959.73,900,5.74,96.19
MQ-9 Reaper,12.77,7.67,0,71.75,4,surveillance,1341.605,639.0,0,916.06,2400,0.0,70.68
ScanEagle,50.86,15.67,0,15.44,19,surveillance,2.988,484.0,1,785.37,900,0.0,73.74
ScanEagle,27.51,19.16,1,40.1,22,recon,2.048,1202.0,1,1103.16,900,19.16,55.22
ScanEagle,13.48,7.5,1,62.63,16,recon,2.171,971.0,0,844.21,900,7.5,93.16
ScanEagle,15.9,7.12,1,20.41,16,surveillance,2.291,1093.0,1,324.62,900,7.12,93.27
ScanEagle,11.71,13.81,0,10.73,15,strike,2.191,164.0,0,125.69,900,0.0,81.94
RQ-4 Global Hawk,65.74,6.72,0,78.53,19,strike,946.338,1338.0,1,5162.28,3600,0.0,83.39
MQ-9 Reaper,-7.85,13.25,1,10.29,5,recon,1591.468,987.0,0,-80.72,2400,13.25,61.54
Wasp AE,47.48,11.05,0,81.05,17,surveillance,0.049,121.0,0,3848.36,60,0.0,1.67
ScanEagle,17.96,12.66,1,40.83,9,recon,2.902,308.0,1,733.18,900,12.66,82.92
Wasp AE,-2.68,6.99,0,97.8,18,strike,0.034,349.0,0,-262.23,60,0.0,25.54
Wasp AE,53.91,12.11,1,80.07,18,recon,0.023,1110.0,1,4316.79,60,12.11,1.67
Wasp AE,31.89,6.46,0,67.14,15,surveillance,0.023,526.0,1,2141.13,60,0.0,49.34
Wasp AE,23.22,11.23,1,70.44,12,surveillance,0.028,594.0,1,1635.96,60,11.23,1.67
ScanEagle,58.8,9.41,1,16.55,15,surveillance,2.933,387.0,0,972.96,900,9.41,89.75
MQ-9 Reaper,18.84,17.23,1,67.65,21,recon,908.219,517.0,1,1274.6,2400,17.23,71.05
ScanEagle,37.89,12.9,0,79.54,11,surveillance,0.14,528.0,0,3014.06,900,0.0,86.99
ScanEagle,34.57,12.82,0,55.19,7,recon,0.985,1285.0,1,1908.19,900,0.0,85.87
MQ-9 Reaper,39.83,10.97,1,22.08,11,recon,1687.233,929.0,0,879.37,2400,10.97,61.84
MQ-9 Reaper,42.05,7.09,0,80.1,5,strike,794.797,1287.0,1,3367.99,2400,0.0,81.98
MQ-9 Reaper,5.45,13.78,0,62.34,5,strike,794.142,814.0,0,339.72,2400,0.0,78.2
RQ-4 Global Hawk,27.62,10.04,0,96.37,6,recon,51.887,608.0,0,2661.74,3600,0.0,97.88
RQ-4 Global Hawk,67.79,17.96,1,60.66,2,strike,427.264,158.0,0,4112.21,3600,17.96,85.88
MQ-9 Reaper,53.11,3.96,1,98.69,11,surveillance,1624.828,335.0,1,5240.96,2400,3.96,64.99
Wasp AE,-0.77,13.45,0,39.13,17,surveillance,0.043,1256.0,0,-30.05,60,0.0,1.67
MQ-9 Reaper,6.63,4.01,0,49.82,14,recon,584.149,613.0,1,330.22,2400,0.0,87.1
RQ-4 Global Hawk,38.02,15.95,0,87.37,1,surveillance,109.851,203.0,1,3322.06,3600,0.0,93.28
Wasp AE,66.92,19.01,1,41.09,11,strike,0.085,429.0,1,2749.97,60,19.01,1.67
RQ-4 Global Hawk,60.85,9.71,0,33.01,2,recon,1276.906,535.0,1,2008.77,3600,0.0,77.12
Wasp AE,29.04,10.56,1,19.35,21,surveillance,0.027,773.0,1,561.85,60,10.56,1.67
MQ-9 Reaper,10.23,3.36,0,39.97,4,surveillance,398.738,510.0,0,408.99,2400,0.0,91.14
RQ-4 Global Hawk,27.49,19.58,0,26.6,7,surveillance,577.617,234.0,1,731.26,3600,0.0,82.04
ScanEagle,42.72,11.22,1,49.12,4,recon,2.284,1267.0,1,2098.66,900,11.22,86.12
ScanEagle,53.45,10.93,1,42.82,2,strike,1.78,1299.0,0,2288.87,900,10.93,87.88
MQ-9 Reaper,55.17,16.0,1,62.5,20,recon,293.114,350.0,1,3448.15,2400,16.0,85.73
MQ-9 Reaper,19.83,11.6,1,21.8,21,surveillance,795.831,837.0,1,432.48,2400,11.6,79.87
Wasp AE,7.58,7.78,0,28.93,2,strike,0.047,1210.0,0,219.32,60,0.0,18.17
RQ-4 Global Hawk,32.05,8.89,1,40.79,13,surveillance,759.373,205.0,1,1307.14,3600,8.89,86.09
MQ-9 Reaper,25.58,11.4,1,42.58,11,recon,754.907,1425.0,1,1089.09,2400,11.4,80.95
RQ-4 Global Hawk,0.37,6.77,1,20.33,3,strike,522.152,1078.0,0,7.53,3600,6.77,90.34
MQ-9 Reaper,34.47,15.76,0,52.18,5,surveillance,519.705,799.0,0,1798.84,2400,0.0,81.95
Wasp AE,41.83,12.54,1,98.11,14,strike,0.025,879.0,0,4103.9,60,12.54,1.67
Wasp AE,32.93,15.06,0,33.71,17,strike,0.059,1069.0,1,1109.85,60,0.0,1.67
RQ-4 Global Hawk,19.24,19.38,1,37.07,14,recon,367.295,1488.0,0,713.0,3600,19.38,85.72
Wasp AE,16.54,14.2,0,12.8,8,recon,0.033,714.0,0,211.81,60,0.0,1.67
MQ-9 Reaper,46.61,11.92,0,32.18,18,surveillance,983.17,205.0,0,1499.89,2400,0.0,76.26
ScanEagle,34.6,11.38,1,21.26,19,strike,2.465,351.0,1,735.47,900,11.38,86.51
Wasp AE,17.88,15.15,0,63.85,15,strike,0.021,160.0,0,1141.42,60,0.0,1.67
ScanEagle,43.14,13.59,1,70.66,21,surveillance,0.362,323.0,1,3048.73,900,13.59,81.84
RQ-4 Global Hawk,48.13,1.49,1,58.31,6,surveillance,287.782,318.0,1,2806.43,3600,1.49,94.58
Wasp AE,30.27,16.11,1,88.08,0,recon,0.083,393.0,1,2666.23,60,16.11,1.67
ScanEagle,58.89,0.41,0,77.82,1,surveillance,1.852,542.0,0,4583.2,900,0.0,95.9
MQ-9 Reaper,1.9,19.29,0,49.89,9,strike,625.443,1461.0,0,94.93,2400,0.0,74.0
Wasp AE,51.16,9.48,0,78.13,14,recon,0.008,1137.0,1,3996.92,60,0.0,1.67
Wasp AE,-9.37,15.76,0,82.5,1,strike,0.065,1404.0,0,-772.99,60,0.0,1.67
ScanEagle,8.97,4.84,1,38.55,9,surveillance,1.748,519.0,0,345.89,900,4.84,95.39
RQ-4 Global Hawk,19.2,8.39,1,94.81,16,surveillance,1282.411,292.0,0,1820.22,3600,8.39,77.61
ScanEagle,6.91,19.72,0,32.01,8,surveillance,1.105,888.0,0,221.05,900,0.0,54.2
Wasp AE,62.54,0.11,1,36.17,1,surveillance,0.032,722.0,0,2262.08,60,0.11,36.31
MQ-9 Reaper,-9.2,18.57,1,37.22,4,recon,1564.324,597.0,0,-342.47,2400,18.57,54.87
ScanEagle,4.95,18.13,1,49.87,12,strike,0.565,1133.0,0,246.72,900,18.13,63.01
ScanEagle,58.82,17.32,1,27.38,21,surveillance,0.269,1468.0,0,1610.16,900,17.32,67.48
RQ-4 Global Hawk,22.57,15.31,1,11.78,9,surveillance,1337.949,681.0,0,265.72,3600,15.31,73.6
MQ-9 Reaper,53.88,2.03,0,89.75,19,recon,1292.804,548.0,1,4835.64,2400,0.0,72.42
Wasp AE,65.37,3.44,0,40.11,20,strike,0.043,1047.0,0,2621.92,60,0.0,70.79
RQ-4 Global Hawk,65.98,19.54,0,56.81,7,surveillance,900.113,810.0,0,3748.6,3600,0.0,76.53
RQ-4 Global Hawk,23.88,5.0,0,53.22,14,surveillance,637.51,331.0,1,1271.21,3600,0.0,88.96
ScanEagle,65.93,14.86,0,81.3,2,strike,1.718,1008.0,1,5359.58,900,0.0,76.95
RQ-4 Global Hawk,48.79,3.76,1,64.94,12,recon,492.076,600.0,0,3168.35,3600,3.76,91.23
Wasp AE,68.03,15.53,1,93.99,14,surveillance,0.025,250.0,1,6394.22,60,15.53,1.67
MQ-9 Reaper,15.77,11.92,1,58.91,8,surveillance,152.438,1110.0,1,928.91,2400,11.92,93.0
Wasp AE,34.57,19.75,0,44.64,13,surveillance,0.016,467.0,0,1543.44,60,0.0,1.67
RQ-4 Global Hawk,31.26,19.91,0,23.98,11,recon,82.009,957.0,1,749.48,3600,0.0,89.83
ScanEagle,39.38,15.3,1,50.65,16,surveillance,0.959,748.0,0,1994.38,900,15.3,76.51
RQ-4 Global Hawk,40.88,15.7,1,29.6,17,recon,666.214,116.0,1,1210.13,3600,15.7,84.21
MQ-9 Reaper,23.06,7.41,1,58.76,14,surveillance,714.454,1192.0,0,1354.98,2400,7.41,83.77
RQ-4 Global Hawk,32.08,18.66,0,40.22,13,recon,596.87,827.0,1,1290.22,3600,0.0,82.77
MQ-9 Reaper,2.31,14.38,0,90.37,7,surveillance,61.854,518.0,0,208.32,2400,0.0,92.94
MQ-9 Reaper,13.96,7.46,1,12.91,17,surveillance,621.345,836.0,0,180.3,2400,7.46,85.68
RQ-4 Global Hawk,27.63,2.2,0,27.43,4,surveillance,160.716,237.0,1,757.68,3600,0.0,96.9
RQ-4 Global Hawk,59.92,1.59,1,71.83,1,surveillance,195.643,1022.0,1,4303.88,3600,1.59,95.87
MQ-9 Reaper,64.34,8.43,1,48.48,1,surveillance,114.189,274.0,0,3119.25,2400,8.43,95.43
ScanEagle,56.84,19.89,0,83.8,13,strike,0.326,907.0,1,4763.53,900,0.0,53.39
ScanEagle,41.19,3.9,1,11.96,21,recon,1.107,804.0,1,492.6,900,3.9,95.33
Wasp AE,10.74,0.01,1,64.67,10,recon,0.047,834.0,0,694.39,60,0.01,44.76
MQ-9 Reaper,14.11,19.09,0,70.66,3,surveillance,1175.241,1488.0,0,997.31,2400,0.0,62.81
Wasp AE,32.45,1.77,0,73.28,16,recon,0.049,1450.0,0,2378.16,60,0.0,81.03
ScanEagle,-1.82,2.18,1,23.51,16,surveillance,0.813,1246.0,0,-42.89,900,2.18,96.56
MQ-9 Reaper,-2.95,19.68,1,24.98,7,surveillance,1492.662,592.0,1,-73.71,2400,19.68,54.38
RQ-4 Global Hawk,-2.84,16.83,1,75.67,9,strike,745.853,1020.0,0,-215.2,3600,16.83,81.81
MQ-9 Reaper,27.44,12.31,0,98.0,4,recon,223.9,1441.0,0,2689.6,2400,0.0,91.62
MQ-9 Reaper,50.37,18.88,0,22.18,11,surveillance,287.52,1215.0,1,1117.3,2400,0.0,81.66
ScanEagle,5.92,5.56,0,35.93,11,surveillance,0.779,609.0,0,212.88,900,0.0,97.39
ScanEagle,32.29,10.19,0,11.31,10,strike,2.964,421.0,1,365.09,900,0.0,89.67
ScanEagle,35.97,19.21,1,53.66,4,recon,2.675,395.0,0,1929.99,900,19.21,54.41
MQ-9 Reaper,43.82,17.72,1,25.68,12,recon,216.715,533.0,0,1125.53,2400,17.72,85.07
MQ-9 Reaper,61.94,4.55,1,35.27,17,surveillance,1290.015,800.0,0,2184.78,2400,4.55,72.15
MQ-9 Reaper,45.85,8.35,0,14.31,18,recon,929.897,1317.0,1,656.19,2400,0.0,79.09
ScanEagle,61.35,15.83,1,75.27,15,strike,2.965,461.0,1,4617.86,900,15.83,71.08
Wasp AE,12.93,11.63,1,53.37,1,recon,0.052,434.0,0,689.96,60,11.63,1.67
Wasp AE,-1.59,6.23,1,83.07,6,surveillance,0.016,225.0,1,-132.07,60,6.23,6.43
ScanEagle,35.32,14.21,0,93.42,15,surveillance,2.626,1066.0,1,3299.9,900,0.0,79.52
Wasp AE,67.39,2.77,1,70.38,14,recon,0.021,995.0,0,4743.14,60,2.77,39.64
Wasp AE,65.36,18.32,1,65.21,4,recon,0.082,828.0,0,4262.43,60,18.32,1.67
ScanEagle,9.32,13.98,1,92.91,23,recon,1.751,265.0,0,865.9,900,13.98,79.44
RQ-4 Global Hawk,-0.08,13.74,1,51.58,8,surveillance,845.055,921.0,0,-3.92,3600,13.74,82.49
MQ-9 Reaper,34.86,17.31,1,85.47,22,recon,1396.82,1344.0,1,2979.76,2400,17.31,60.71
ScanEagle,-5.37,6.99,1,54.31,17,surveillance,1.616,785.0,1,-291.76,900,6.99,92.74
RQ-4 Global Hawk,51.2,2.97,0,73.04,9,surveillance,363.076,918.0,1,3740.21,3600,0.0,93.49
MQ-9 Reaper,51.95,5.4,0,99.9,5,surveillance,609.552,122.0,1,5189.3,2400,0.0,86.1
Wasp AE,22.36,11.51,1,44.15,11,recon,0.086,314.0,1,987.23,60,11.51,1.67
ScanEagle,18.22,6.52,1,40.93,14,surveillance,0.564,1160.0,1,745.87,900,6.52,95.55
RQ-4 Global Hawk,48.74,16.2,0,89.55,22,recon,1144.514,1123.0,0,4364.5,3600,0.0,75.86
MQ-9 Reaper,25.06,11.61,1,85.81,16,strike,1166.074,227.0,0,2150.15,2400,11.61,72.34
RQ-4 Global Hawk,23.46,3.26,1,50.42,15,strike,1192.41,536.0,0,1182.71,3600,3.26,79.76
MQ-9 Reaper,4.12,17.64,0,34.91,17,recon,235.697,807.0,0,143.99,2400,0.0,85.02
MQ-9 Reaper,41.4,17.33,0,83.16,13,surveillance,1504.182,1011.0,1,3442.78,2400,0.0,59.05
Wasp AE,35.94,13.93,0,80.02,5,recon,0.055,1010.0,0,2875.93,60,0.0,1.67
ScanEagle,5.91,10.57,1,25.74,7,strike,1.427,1435.0,1,152.16,900,10.57,88.76
ScanEagle,40.12,10.71,1,71.92,10,recon,0.312,1026.0,0,2885.54,900,10.71,90.46
Wasp AE,-9.27,8.97,1,12.26,20,strike,0.004,1185.0,0,-113.58,60,8.97,1.67
ScanEagle,1.43,0.08,0,18.7,0,recon,1.733,306.0,1,26.79,900,0.0,95.98
RQ-4 Global Hawk,29.1,9.77,1,11.13,3,recon,1258.158,271.0,0,323.8,3600,9.77,77.64
ScanEagle,-6.13,8.93,0,64.58,10,strike,1.116,771.0,0,-396.12,900,0.0,92.77
ScanEagle,-9.43,7.84,0,77.71,8,recon,0.727,1004.0,1,-732.66,900,0.0,93.77
